ID_Trabajador,Edad,Ingreso_Mensual,Estado,Delegacion,Visitas_Promotor,Fecha_Ultimo_Contacto,Interes,Prob_Traspaso
EMP_0986,54,59978.58,Sonora,Sur,3,2025-01-24,Medio,0.01
EMP_0987,51,42759.13,Oaxaca,Oeste,1,2024-12-01,Bajo,0.15
EMP_0988,60,36247.3,Zacatecas,Este,4,2024-09-13,Bajo,0.2
EMP_0989,48,43408.04,Guerrero,Metropolitana,4,2024-05-01,Medio,0.01
EMP_0990,57,27410.77,Yucatán,Este,1,2024-10-30,Medio,0.1
EMP_0991,50,29059.12,Veracruz,Oeste,1,2024-05-01,Bajo,0.45
EMP_0992,59,23727.41,Aguascalientes,Norte,5,2024-05-12,Bajo,0.35
EMP_0993,54,41061.48,México,Sur,4,2025-02-02,Alto,0.01
EMP_0994,58,34456.01,Zacatecas,Sur,3,2024-09-12,Alto,0.01
EMP_0995,48,26127.74,Campeche,Norte,2,2025-02-08,Bajo,0.45
EMP_0996,54,34007.22,Nayarit,Oeste,1,2024-09-05,Medio,0.1
EMP_0997,25,43826.74,Zacatecas,Sur,5,2024-06-10,Bajo,0.45
EMP_0998,43,78110.9,Nuevo León,Oeste,5,2024-07-02,Medio,0.15
EMP_0999,23,54438.51,Chihuahua,Metropolitana,2,2024-10-11,Alto,0.01
EMP_1000,31,14564.48,Oaxaca,Oeste,4,2024-09-19,Bajo,0.5
